id,date,tweet,retweet_count,like_count
1343889789280509955,2020-12-29 12:01:08+00:00,"W przypadku leczenia na Covid osób niezaszczepionych, powinna zadziałać klauzula sumienia. 
#szczepimysie",0,0
1343880424943202309,2020-12-29 11:23:56+00:00,"🇪🇸 Hiszpania utworzy rejestr osób, które odmówią szczepienia przeciwko COVID-19 i udostępnią go innym państwom członkowskim Unii Europejskiej - podaje AFP.Cofnelismy sie w czasy niewolnictwa czy mi sie wydaje? #COVIDー19 #szczepimysie",1,5
1343878768927109121,2020-12-29 11:17:21+00:00,Właśnie zapisałem się na szczepienie COVID-19💪 #szczepimysie,0,12
1343849536503095296,2020-12-29 09:21:11+00:00,"W sprawie szczepionki przeciw COVID-19 ufam: 

#SzczepimySię",8,16
1343588716904919042,2020-12-28 16:04:47+00:00,"Osobom do lat 18, 
nietrzeźwym
oraz nie zaszczepionym na COVID-19...
alkoholu nie sprzedajemy...
.... można, można...
#szczepimysie",3,30
1343556689631576064,2020-12-28 13:57:31+00:00,"Moją cichą nadzieją na przyszły rok jest dotrwać do szczepienia bez zachorowania na COVID. 

Tylko w takim wypadku liczę, że moim oczom ukaże się wielki napis „Achievement Unlocked: Survive Global Pandemic” ✌️

#szczepimysie",0,16
1343555007807954945,2020-12-28 13:50:50+00:00,"LUDZIE Z POLSKI! 🇵🇱
Zjedźcie snickersa, bo gwiazdorzycie z tymi chipami w szczepionkach na COVID-19. Wyłączcie czasem kozaczka albo innego pudełka, i może postudiujcie trochę biologi - jak jest stworzona szczepionka itp. 🤷‍♀️
#szczepimysie #szczepionka #COVIDー19",1,6
1343502350451957762,2020-12-28 10:21:36+00:00,"Na blisko 3 mln osób, którym już podano szczepionkę na świecie, u zaledwie...8 (!) wystąpiła reakcja alergiczna. Zgonów 0.
W tym czasie na COVID zmarło ok. 220 tys.
Podaj dalej, bo może się przydać w rozmowach #SilniRazem #szczepimysie #szczepionka #mRNA #wieszwiecej #wiemlepiej",0,0
1343454089577951232,2020-12-28 07:09:49+00:00,".@MorawieckiM: Dzisiaj przyjechało do Polski 300 tys. dawek szczepionek przeciw COVID-19. Rozpoczynamy ich dystrybucję. Musimy się strzec przed trzecią falą pandemii. Zaufajmy medycynie i nauce, najlepsi specjaliści pracowali nad szczepionką. #SzczepimySię",1,8
1343451661319204865,2020-12-28 07:00:10+00:00,".@MorawieckiM: Dzisiaj przyjechało do Polski 300 tys. dawek szczepionek przeciw COVID-19 i rozpoczynamy dystrybucję. Musimy strzec się przed III falą, znacznie gorszą niż I i II. Zaufajmy nauce i medycynie. #SzczepimySię",18,76
1343302410689777664,2020-12-27 21:07:06+00:00,"UWAGA właśnie podałem psu mięso zaszczepione na covid i mięso normalne i tego zaszczepionego nie chciał jeść - wyczuł w nim nanoczipy!
#szczepimysie",0,9
1343298639834308611,2020-12-27 20:52:07+00:00,"Jak na razie nauka nie wymyśliła nic lepszego od szczepionki, szczepimy się na COVID - 19. #strefastarcia",0,2
1343272036907548675,2020-12-27 19:06:25+00:00,"Dziś historyczny dzień &gt;&gt; dzień ten będzie uczony, o dniu tym będą pisać. Triumf nauki nad zabobonem antyszczepiennym. Pierwszym osobom dziś zaszczepionym przeciwko COVID-19 dziękuję i gratuluję odwagi. Brawa dla Was! #COVID19 #szczepimysie #szczepionka",1,0
1343254303658700800,2020-12-27 17:55:57+00:00,"Czego więcej zrobi szczepionka na COVID 19?
#szczepionka #COVIDー19 #szczepimysie #Szczepienia #PolskaSieSzczepi",0,0
1343229290784169984,2020-12-27 16:16:33+00:00,#szczepimysie #mRNA #PIS dzień w którym zaszczepiono pierwszą osobe na covid powinien być świętem narodowym?,1,0
1343186164057055233,2020-12-27 13:25:11+00:00,"Rozpoczęto wyczekiwane szczepienia przeciw COVID-19. Jak przekonać do nich Polaków 🤔 Priorytet to rozwiać obawy. Pytajmy ekspertów o to, co nas niepokoi. Np. skąd wiadomo, że szczepionka nie powoduje skutków ubocznych, które ujawnią się po latach❔
#szczepimysie",7,14
1343167977517150210,2020-12-27 12:12:55+00:00,Czy @MZ_GOV_PL będzie podawać dzienną ilość zaszczepień przeciw COVID-19? #szczepimysie #COVIDー19 #MZ_GOV_PL,0,11
1343146270425305089,2020-12-27 10:46:39+00:00,"Najskuteczniejszym lekarstwem na covid były wybory. W lipcu Polska pokonała pandemię! Może zorganizujmy kampanię i nie trzeba kwarantanny 🤷
#COVIDー19 #szczepimysie #pacjentfromherotozero",0,5
1343114277880786945,2020-12-27 08:39:32+00:00,"Cieszę się, że pierwsza osoba w #Polska została zaszczepiona a jeszcze bardziej, że była nią kobieta 🥰.

#COVIDー19 #szczepionka #MSWiA #Dworczyk #szczepimysie #koronawirus #Covid #polskasieszczepi",0,9
1342955954137141251,2020-12-26 22:10:25+00:00,"Dwa dni po szczepieniu na Covid wystąpiła lekka gorączka (normalny objaw)a tak poza tym wszystko ok,sam chip praktycznie nie wyczuwalny 🤪.Czyli bez obaw szczepimy się wszyscy.👍",0,2
1341465657263730694,2020-12-22 19:28:30+00:00,#minęła20 Covid sprawił cud! Politycy wszystkich opcji mówią jednym głosem #szczepimysię,0,0
1341455380895965188,2020-12-22 18:47:40+00:00,"Polski lekarz pracujący w Kalifornii zaszczepił się przeciwko Covid i mówi, że nic nie bolało i żyje. Ale on nie wie, że na czole może wyrosnąć mu róg a między palcami błony. 

#szczepimysie",1,13
1341306711718682624,2020-12-22 08:56:55+00:00,"Szczepionki na #COVID już prawie w Polsce, a my nadal nie wiemy, jak będzie wyglądać ""narodowa"" strategia szczepień. Nie ma żadnej akcji informacyjnej, chociaż @michaldworczyk w każdej stacji. 

Chcę się zaszczepić, a nawet nie wiem, kiedy i czy będę mógł 🙄  #szczepimysię",0,2
1341275467094126593,2020-12-22 06:52:45+00:00,"Czego oczekujesz po zaszczepieniu sie na #COVID19?
#szczepionka #koronawirus #szczepimysie #COVID #KoronawirusWPolsce",1,1
1341101854411862018,2020-12-21 19:22:53+00:00,"Jestem po #covid,a ustawiłbym się w pierwszej kolejce do szczepienia.I w nosie mam spiskowe teorie.Wolę naukę i wiedzę.Ja na przykład lubię słuchać i czytać @grzesiowski_p. Polecam.

Niestety muszę na swoją kolej poczekać. Pewnie dość długo. Szkoda.

#SzczepimySię #szczepimysie",0,0
1340728234347016192,2020-12-20 18:38:15+00:00,"Czy zaszczepisz się przeciw #Covid_19?
#koronawirus #szczepionka #szczepimysie #szczepimysię",0,0
1340566769598119936,2020-12-20 07:56:39+00:00,"SONDA: Czy zaszczepisz się na #Covid_19 ?

👉Podaj dalej.

#COVID #szczepimysię #szczepimysie 💉",19,4
1340360206367281153,2020-12-19 18:15:50+00:00,"Czekam na szczepionkę i cieszę się, że niedługo będę miał szansę zaczepić się w pełni bezpieczną szczepionką 😀
Nikt z polityków nie musi do tego przekonywać. Wystarcza zdrowy rozsądek. 
#szczepimysie 
#szczepionka 
#Covid_19",0,2
1340302942658646016,2020-12-19 14:28:17+00:00,"Ludzie w moim wieku często są przeciwnikami szczepień, trudno się dziwić, większość wyznaje teorie spiskowe 🙆‍♂️
Nie mam pewności czy szczepionka jest bezpieczna, nikt nie ma, ale się zaszczepię. Bo wiem, że nie robię tego dla siebie, tylko dla moich bliskich. #szczepimysie #COVID",0,5
1340049649688829954,2020-12-18 21:41:48+00:00,"Zaszczepię się przeciw COVID-19 w pierwszym możliwym terminie. Zdecydowanie bardziej obawiam się wirusa, który może dopaść mnie i którego mogę nieświadomie roznieść na osoby z którymi się stykam niż ewentualnych niepożądanych reakcji mojego organizmu na szczepionkę.
#szczepimysię",4,83
1339568360116334593,2020-12-17 13:49:19+00:00,"Zmieniając lekko temat to mój ojciec dostał przed chwilą telefon, czy chce się zaszczepić na COVID no i takim sposobem szczepimy się na początku stycznia 👍 Dzięki @AndrzejDuda. Warto było na Pana głosować. Ojciec flaszkę już naszykował dla Pana.",0,2
1339261756519174154,2020-12-16 17:30:59+00:00,"My tu #szczepimysie , a tymczasem podobno Covid zdechnie śmiercią naturalną po spotkaniu z Lempart.",0,2
1339190052384108545,2020-12-16 12:46:04+00:00,"Amerykańska Agencja ds. leków opublikowała skutki uboczne szczepionki na Covid-19, wśród nich:

🔸ostre rozsiane zapalenie mózgu
🔹zapalenie mięśnia sercowego
🔸poprzeczne zapalenie rdzenia kręgowego
🔹zapalenie opon mózgowych
🔸udar
🔹odczyny alergiczne

#SzczepimySie",0,1
1339184929616371723,2020-12-16 12:25:42+00:00,"Oświadczam, iż jak tylko będzie okazja, zaszczępię się przeciw COVID-19 :) #szczepimysię",0,12
1338952416012668933,2020-12-15 21:01:47+00:00,"Nie ma batów żeby stworzyli tak szybko    
 szczepionkę no chyba ze Covid  powstał w laboratorium w Chinach  to wtedy to jest inna sprawa  #SzczepimySię #COVID19",0,0
1334266897093849096,2020-12-02 22:43:12+00:00,"To super, że coraz realniejsza staje się szczepionka na Covid. Wciąż jednak nie mogę siebie ani rodziny zaszczepić na zwykłą grypę, na którą szczepimy się każdego roku. Wybaczcie więc mój brak entuzjazmu, ale podejrzliwie podchodzę do zapowiedzi rządu dot. szczepień w Polsce...",3,170
1303408671192502273,2020-09-08 19:03:38+00:00,"Pinkas o szczepionce COVID-19: Szczepionka będzie dostępna jeszcze w tym roku ""dla tych najbardziej rozważnych, najbardziej odpowiedzialnych, dla tych, którzy nie są egoistami, ponieważ szczepimy się nie tylko dla siebie, ale przede wszystkim dla innych - na konferencji...",1,5
